"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","vFA (pi)","ERA","xERA","FIP","xFIP","WAR","Age","W","L","ERA","G","GS","CG","ShO","SV","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","GB","FB","LD","IFFB","Balls","Strikes","Pitches","RS","IFH","BU","BUH","K/9","BB/9","K/BB","H/9","HR/9","AVG","WHIP","BABIP","LOB%","FIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH%","BUH%","Starting","Start-IP","Relieving","Relief-IP","RAR","WAR","Dollars","tERA","xFIP","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","WPA/LI","Clutch","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","PO%","wFB","wSL","wCT","wCB","wCH","wSF","wKN","wFB/C","wSL/C","wCT/C","wCB/C","wCH/C","wSF/C","wKN/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","HLD","SD","MD","ERA-","FIP-","xFIP-","K%","BB%","SIERA","RS/9","E-F","FA% (sc)","FT% (sc)","FC% (sc)","FS% (sc)","FO% (sc)","SI% (sc)","SL% (sc)","CU% (sc)","KC% (sc)","EP% (sc)","CH% (sc)","SC% (sc)","KN% (sc)","UN% (sc)","vFA (sc)","vFT (sc)","vFC (sc)","vFS (sc)","vFO (sc)","vSI (sc)","vSL (sc)","vCU (sc)","vKC (sc)","vEP (sc)","vCH (sc)","vSC (sc)","vKN (sc)","FA-X (sc)","FT-X (sc)","FC-X (sc)","FS-X (sc)","FO-X (sc)","SI-X (sc)","SL-X (sc)","CU-X (sc)","KC-X (sc)","EP-X (sc)","CH-X (sc)","SC-X (sc)","KN-X (sc)","FA-Z (sc)","FT-Z (sc)","FC-Z (sc)","FS-Z (sc)","FO-Z (sc)","SI-Z (sc)","SL-Z (sc)","CU-Z (sc)","KC-Z (sc)","EP-Z (sc)","CH-Z (sc)","SC-Z (sc)","KN-Z (sc)","wFA (sc)","wFT (sc)","wFC (sc)","wFS (sc)","wFO (sc)","wSI (sc)","wSL (sc)","wCU (sc)","wKC (sc)","wEP (sc)","wCH (sc)","wSC (sc)","wKN (sc)","wFA/C (sc)","wFT/C (sc)","wFC/C (sc)","wFS/C (sc)","wFO/C (sc)","wSI/C (sc)","wSL/C (sc)","wCU/C (sc)","wKC/C (sc)","wEP/C (sc)","wCH/C (sc)","wSC/C (sc)","wKN/C (sc)","O-Swing% (sc)","Z-Swing% (sc)","Swing% (sc)","O-Contact% (sc)","Z-Contact% (sc)","Contact% (sc)","Zone% (sc)","Pace","RA9-WAR","BIP-Wins","LOB-Wins","FDP-Wins","Age Rng","K-BB%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","kwERA","TTO%","CH% (pi)","CS% (pi)","CU% (pi)","FA% (pi)","FC% (pi)","FS% (pi)","KN% (pi)","SB% (pi)","SI% (pi)","SL% (pi)","XX% (pi)","vCH (pi)","vCS (pi)","vCU (pi)","vFA (pi)","vFC (pi)","vFS (pi)","vKN (pi)","vSB (pi)","vSI (pi)","vSL (pi)","vXX (pi)","CH-X (pi)","CS-X (pi)","CU-X (pi)","FA-X (pi)","FC-X (pi)","FS-X (pi)","KN-X (pi)","SB-X (pi)","SI-X (pi)","SL-X (pi)","XX-X (pi)","CH-Z (pi)","CS-Z (pi)","CU-Z (pi)","FA-Z (pi)","FC-Z (pi)","FS-Z (pi)","KN-Z (pi)","SB-Z (pi)","SI-Z (pi)","SL-Z (pi)","XX-Z (pi)","wCH (pi)","wCS (pi)","wCU (pi)","wFA (pi)","wFC (pi)","wFS (pi)","wKN (pi)","wSB (pi)","wSI (pi)","wSL (pi)","wXX (pi)","wCH/C (pi)","wCS/C (pi)","wCU/C (pi)","wFA/C (pi)","wFC/C (pi)","wFS/C (pi)","wKN/C (pi)","wSB/C (pi)","wSI/C (pi)","wSL/C (pi)","wXX/C (pi)","O-Swing% (pi)","Z-Swing% (pi)","Swing% (pi)","O-Contact% (pi)","Z-Contact% (pi)","Contact% (pi)","Zone% (pi)","Pace (pi)","FRM","K/9+","BB/9+","K/BB+","H/9+","HR/9+","AVG+","WHIP+","BABIP+","LOB%+","K%+","BB%+","LD%+","GB%+","FB%+","HR/FB%+","Pull%+","Cent%+","Oppo%+","Soft%+","Med%+","Hard%+","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","Events","CStr%","CSW%","xERA","playerid"
"Randy O'Neal","DET","5","5","1","28","12","94.1","4.96","3.43","0.76",".255","71.7%","","","","3.24","","3.89","","1.1","24","5","5","3.24","28","12","1","0","1","","94.1","388","82","42","34","8","36","3","2","5","0","52","","","","","","","","","","","","4.96","3.43","1.44","7.82","0.76",".234","1.25",".255","71.7%","3.89","","","","","","","","","10.8","70.0","0.3","24.1","11.1","1.1","","","","-0.54","-6.36","5.82","3.23","0.31","0.88","0.83","0.88","1.04","19","0.57","-1.18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","4","80","94","","13.4%","9.3%","","","-0.65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.3","0.6","-0.4","0.2","24 - 24","4.1%","","","","","","","4.04","24.7%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94","103","92","87","79","91","91","92","101","98","107","","","","","","","","","","","","","","","","","","0","","","","1009802"
"Tom Hume","CIN","3","5","3","56","0","80.0","5.63","3.94","0.79",".246","75.1%","","","","3.26","","4.00","","0.0","32","3","5","3.26","56","0","0","0","3","","80.0","331","65","33","29","7","35","5","3","3","1","50","","","","","","","","","","","","5.63","3.94","1.43","7.31","0.79",".222","1.25",".246","75.1%","4.00","","","","","","","","","","","-0.5","80.0","-0.5","0.0","","","","-0.19","-5.57","5.38","2.85","0.24","0.86","0.96","1.06","1.27","41","0.01","-0.23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","10","87","107","","15.1%","10.6%","","","-0.73","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6","0.6","0.0","0.7","32 - 32","4.5%","","","","","","","3.99","27.8%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","102","120","85","86","107","90","95","89","104","105","123","","","","","","","","","","","","","","","","","","0","","","","1006179"
"Ron Guidry","NYY","22","6","0","34","33","259.0","4.97","1.46","0.97",".262","73.6%","","","","3.27","","3.47","","4.9","34","22","6","3.27","34","33","11","2","0","","259.0","1033","243","104","94","28","42","3","0","3","1","143","","","","","","","","","","","","4.97","1.46","3.40","8.44","0.97",".245","1.10",".262","73.6%","3.47","","","","","","","","","46.0","258.2","0.0","0.1","46.0","4.9","","","","3.23","-15.24","18.46","30.06","3.09","0.92","0.89","0.86","1.75","23","3.12","0.39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","81","86","","13.8%","4.1%","","","-0.21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.7","1.3","-0.4","0.8","34 - 34","9.8%","","","","","","","3.37","20.6%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95","44","216","94","100","95","80","94","104","102","47","","","","","","","","","","","","","","","","","","0","","","","1005124"
"Mike Scott","HOU","18","8","0","36","35","221.2","5.56","3.25","0.81",".255","74.7%","","","","3.29","","3.74","","1.7","30","18","8","3.29","36","35","4","2","0","","221.2","922","194","91","81","20","80","4","3","7","2","137","","","","","","","","","","","","5.56","3.25","1.71","7.88","0.81",".231","1.24",".255","74.7%","3.74","","","","","","","","","15.9","220.2","0.3","1.0","16.2","1.7","","","","1.39","-15.14","16.53","5.09","0.69","1.02","0.95","0.87","1.26","31","0.70","0.66","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","97","109","","14.9%","8.7%","","","-0.46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.9","1.1","0.1","1.2","30 - 30","6.2%","","","","","","","3.80","25.7%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101","99","101","92","111","94","94","93","103","103","101","","","","","","","","","","","","","","","","","","0","","","","1011691"
"Roger Clemens","BOS","7","5","0","15","15","98.1","6.77","3.39","0.46",".271","73.3%","","","","3.29","","3.06","","2.3","22","7","5","3.29","15","15","3","1","0","","98.1","407","83","38","36","5","37","0","3","1","3","74","","","","","","","","","","","","6.77","3.39","2.00","7.60","0.46",".226","1.22",".271","73.3%","3.06","","","","","","","","","21.4","98.1","","","21.4","2.3","","","","1.18","-6.49","7.67","15.34","1.53","1.03","0.94","0.87","1.85","12","1.70","-0.56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","78","77","","18.2%","9.1%","","","0.23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","0.2","0.0","0.2","22 - 22","9.1%","","","","","","","3.45","28.5%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","129","102","127","84","47","88","89","97","103","133","105","","","","","","","","","","","","","","","","","","0","","","","815"
"Shane Rawley","PHI","13","8","0","36","31","198.2","4.80","3.67","0.72",".267","76.0%","","","","3.31","","3.92","","1.6","29","13","8","3.31","36","31","6","2","0","","198.2","849","188","82","73","16","81","6","2","7","0","106","","","","","","","","","","","","4.80","3.67","1.31","8.52","0.72",".245","1.35",".267","76.0%","3.92","","","","","","","","","14.0","193.1","1.3","5.1","15.3","1.6","","","","0.59","-13.87","14.46","12.05","1.40","0.98","0.88","0.85","1.40","29","-0.15","0.76","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","90","108","","12.5%","9.5%","","","-0.61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.3","0.4","1.3","1.6","29 - 29","2.9%","","","","","","","4.18","23.9%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87","112","78","100","99","99","103","97","105","86","111","","","","","","","","","","","","","","","","","","0","","","","1010719"
"Charlie Hough","TEX","14","16","0","34","34","250.1","5.07","2.98","0.83",".229","72.7%","","","","3.31","","3.83","","3.6","37","14","16","3.31","34","34","14","1","0","","250.1","1018","198","102","92","23","83","1","7","11","3","141","","","","","","","","","","","","5.07","2.98","1.70","7.12","0.83",".213","1.12",".229","72.7%","3.83","","","","","","","","","35.4","250.1","","","35.4","3.6","","","","1.30","-17.35","18.66","24.80","2.44","1.00","0.95","0.87","1.36","20","3.61","-2.30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","78","95","","13.9%","8.2%","","","-0.52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.8","3.1","-1.0","2.2","37 - 37","5.7%","","","","","","","3.85","24.3%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97","90","108","79","85","83","82","82","102","102","94","","","","","","","","","","","","","","","","","","0","","","","1006050"
"Dennis Lamp","TOR","11","0","2","53","1","105.2","5.79","2.30","0.60",".275","71.6%","","","","3.32","","3.03","","2.0","32","11","0","3.32","53","1","0","0","2","","105.2","426","96","42","39","7","27","3","0","5","0","68","","","","","","","","","","","","5.79","2.30","2.52","8.18","0.60",".241","1.16",".275","71.6%","3.03","","","","","","","","","0.6","5.0","18.8","100.2","19.4","2.0","","","","1.81","-7.12","8.93","16.23","1.66","1.14","1.21","1.52","1.29","42","1.37","0.22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","10","78","74","","16.0%","6.3%","","","0.30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.9","0.0","-0.1","-0.1","32 - 32","9.6%","","","","","","","3.38","23.9%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","110","69","153","91","61","94","85","99","101","117","73","","","","","","","","","","","","","","","","","","0","","","","1007284"
"Steve Carlton","PHI","1","8","0","16","16","92.0","4.70","5.18","0.59",".265","73.1%","","","","3.33","","4.22","","0.5","40","1","8","3.33","16","16","0","0","0","","92.0","401","84","43","34","6","53","4","0","3","2","48","","","","","","","","","","","","4.70","5.18","0.91","8.22","0.59",".241","1.49",".265","73.1%","4.22","","","","","","","","","4.4","92.0","","","4.4","0.5","","","","-0.23","-8.14","7.91","0.01","-0.09","1.15","0.97","0.87","1.27","16","-0.34","0.14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","90","116","","12.0%","13.2%","","","-0.89","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","0.2","0.3","0.5","40 - 40","-1.2%","","","","","","","4.69","26.7%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85","158","54","96","80","98","113","96","101","83","153","","","","","","","","","","","","","","","","","","0","","","","1001964"
"Jack Morris","DET","16","11","0","35","35","257.0","6.69","3.85","0.74",".255","75.6%","","","","3.33","","3.60","","4.7","30","16","11","3.33","35","35","13","4","0","","257.0","1077","212","102","95","21","110","7","5","15","3","191","","","","","","","","","","","","6.69","3.85","1.74","7.42","0.74",".220","1.25",".255","75.6%","3.60","","","","","","","","","44.4","257.0","","","44.4","4.7","","","","3.01","-18.72","21.73","29.83","3.00","1.11","1.03","0.87","1.47","22","2.53","0.18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","82","88","","17.7%","10.2%","","","-0.28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.8","1.6","-0.5","1.1","30 - 30","7.5%","","","","","","","3.64","29.9%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","127","116","110","82","76","86","91","91","107","130","118","","","","","","","","","","","","","","","","","","0","","","","1009211"
"Craig Lefferts","SDP","7","6","2","60","0","83.1","5.18","3.24","0.76",".262","74.6%","","","","3.35","","3.70","","0.3","27","7","6","3.35","60","0","0","0","2","","83.1","345","75","34","31","7","30","4","0","2","0","48","","","","","","","","","","","","5.18","3.24","1.60","8.10","0.76",".238","1.26",".262","74.6%","3.70","","","","","","","","","","","2.3","83.1","2.3","0.3","","","","-1.09","-6.81","5.72","1.99","0.19","0.99","1.26","1.42","1.76","36","0.56","-1.65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","14","95","100","","13.9%","8.7%","","","-0.36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6","0.4","-0.1","0.3","27 - 27","5.2%","","","","","","","3.91","24.6%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94","99","96","95","103","96","96","95","103","96","101","","","","","","","","","","","","","","","","","","0","","","","1007476"
"Jeff Heathcock","HOU","3","1","1","14","7","56.1","3.99","2.08","1.44",".230","75.9%","","","","3.36","","4.62","","-0.3","25","3","1","3.36","14","7","1","0","1","","56.1","226","50","25","21","9","13","0","1","2","0","25","","","","","","","","","","","","3.99","2.08","1.92","7.99","1.44",".236","1.12",".230","75.9%","4.62","","","","","","","","","-2.4","43.0","-0.2","13.1","-2.6","-0.3","","","","0.15","-4.17","4.32","3.73","0.42","1.02","0.97","0.80","0.96","8","-0.21","0.36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","99","135","","11.1%","5.8%","","","-1.26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4","0.7","0.0","0.6","25 - 25","5.3%","","","","","","","3.90","20.8%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73","63","115","93","196","96","85","84","103","77","67","","","","","","","","","","","","","","","","","","0","","","","1005561"
"Dan Petry","DET","15","13","0","34","34","238.2","4.11","3.05","0.91",".223","73.2%","","","","3.36","","4.13","","2.9","26","15","13","3.36","34","34","8","0","0","","238.2","962","190","98","89","24","81","9","3","5","0","109","","","","","","","","","","","","4.11","3.05","1.35","7.16","0.91",".216","1.14",".223","73.2%","4.13","","","","","","","","","28.2","238.2","","","28.2","2.9","","","","3.87","-14.51","18.39","24.51","2.46","0.96","0.99","0.87","1.31","26","3.11","0.91","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","83","100","","11.3%","8.4%","","","-0.78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.0","3.5","-1.4","2.1","26 - 26","2.9%","","","","","","","4.19","22.2%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78","92","85","80","93","84","83","80","103","83","98","","","","","","","","","","","","","","","","","","0","","","","1010246"
"Roy Thomas","SEA","7","0","1","40","0","93.2","6.73","4.61","0.77",".226","75.4%","","","","3.36","","3.90","","0.7","32","7","0","3.36","40","0","0","0","1","","93.2","385","66","37","35","8","48","12","2","4","2","70","","","","","","","","","","","","6.73","4.61","1.46","6.34","0.77",".197","1.22",".226","75.4%","3.90","","","","","","","","","","","7.2","93.2","7.2","0.7","","","","1.57","-3.72","5.29","5.27","0.54","0.74","0.85","1.41","1.03","31","1.39","0.72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","9","80","91","","18.2%","12.5%","","","-0.54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.6","1.0","-0.1","0.9","32 - 32","5.7%","","","","","","","3.85","32.7%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","128","139","92","70","79","77","89","81","106","133","144","","","","","","","","","","","","","","","","","","0","","","","1012993"
